dateTime,download,upload,device
Thu 17 Dec 23:00:01  2020,,,cowpi-0abe
Thu 17 Dec 23:30:01  2020,,,cowpi-0abe
Fri 18 Dec 00:00:01  2020,,,cowpi-0abe
Fri 18 Dec 00:30:01  2020,,,cowpi-0abe
Fri 18 Dec 01:00:01  2020,,,cowpi-0abe
Fri 18 Dec 01:30:01  2020,,,cowpi-0abe
Fri 18 Dec 02:00:01  2020,,,cowpi-0abe
Fri 18 Dec 02:30:01  2020,,,cowpi-0abe
Fri 18 Dec 03:00:01  2020,,,cowpi-0abe
Fri 18 Dec 03:30:01  2020,,,cowpi-0abe
Fri 18 Dec 04:00:01  2020,,,cowpi-0abe
Fri 18 Dec 04:30:01  2020,,,cowpi-0abe
Fri 18 Dec 05:00:01  2020,,,cowpi-0abe
Fri 18 Dec 05:30:01  2020,,,cowpi-0abe
Fri 18 Dec 06:00:01  2020,,,cowpi-0abe
Fri 18 Dec 06:30:01  2020,,,cowpi-0abe
Fri 18 Dec 07:00:01  2020,,,cowpi-0abe
Fri 18 Dec 07:30:01  2020,83.5,18.57,cowpi-0abe
Fri 18 Dec 08:00:01  2020,79.72,22.13,cowpi-0abe
Fri 18 Dec 08:30:01  2020,50.23,19.52,cowpi-0abe
Fri 18 Dec 09:00:01  2020,57.39,16.54,cowpi-0abe
Fri 18 Dec 09:30:01  2020,47.38,17.02,cowpi-0abe
Fri 18 Dec 10:00:01  2020,60.17,18.37,cowpi-0abe
Fri 18 Dec 10:30:01  2020,67.1,14.22,cowpi-0abe
Fri 18 Dec 11:00:01  2020,64.97,8.94,cowpi-0abe
Fri 18 Dec 11:30:01  2020,68.3,15.71,cowpi-0abe
Fri 18 Dec 12:00:01  2020,37.61,16.33,cowpi-0abe
Fri 18 Dec 12:30:01  2020,77.47,20.08,cowpi-0abe
Fri 18 Dec 13:00:01  2020,76.33,8.14,cowpi-0abe
Fri 18 Dec 13:30:01  2020,81.78,31.6,cowpi-0abe
Fri 18 Dec 14:00:01  2020,9.34,30.55,cowpi-0abe
Fri 18 Dec 14:30:01  2020,80.16,27.16,cowpi-0abe
Fri 18 Dec 15:00:01  2020,1.96,26.9,cowpi-0abe
Fri 18 Dec 15:30:01  2020,42.21,13.09,cowpi-0abe
Fri 18 Dec 16:00:01  2020,76.89,22.46,cowpi-0abe
Fri 18 Dec 16:30:01  2020,81.93,31.29,cowpi-0abe
Fri 18 Dec 17:00:01  2020,22.8,31.47,cowpi-0abe
Fri 18 Dec 17:30:01  2020,74.94,27.72,cowpi-0abe
Fri 18 Dec 18:00:01  2020,46.54,15.18,cowpi-0abe
Fri 18 Dec 18:30:01  2020,62.03,17.65,cowpi-0abe
Fri 18 Dec 19:00:01  2020,59.72,10.97,cowpi-0abe
Fri 18 Dec 19:30:01  2020,,,cowpi-0abe
Fri 18 Dec 20:00:01  2020,,,cowpi-0abe
Fri 18 Dec 20:30:01  2020,,,cowpi-0abe
Fri 18 Dec 21:00:01  2020,,,cowpi-0abe
Fri 18 Dec 21:30:01  2020,6.62,2.03,cowpi-0abe
Fri 18 Dec 22:00:01  2020,15.64,0.35,cowpi-0abe
Fri 18 Dec 22:30:01  2020,,,cowpi-0abe
Fri 18 Dec 23:00:01  2020,,,cowpi-0abe
Fri 18 Dec 23:30:01  2020,,,cowpi-0abe
Sat 19 Dec 00:00:01  2020,52.24,33.09,cowpi-0abe
Sat 19 Dec 00:30:01  2020,59.08,31.22,cowpi-0abe
Sat 19 Dec 01:00:01  2020,60.44,32.66,cowpi-0abe
Sat 19 Dec 01:30:02  2020,87.68,35.48,cowpi-0abe
Sat 19 Dec 02:00:02  2020,86.03,37.41,cowpi-0abe
Sat 19 Dec 02:30:01  2020,,,cowpi-0abe
Sat 19 Dec 03:00:01  2020,,,cowpi-0abe
Sat 19 Dec 03:30:01  2020,,,cowpi-0abe
Sat 19 Dec 04:00:02  2020,,,cowpi-0abe
Sat 19 Dec 04:30:01  2020,,,cowpi-0abe
Sat 19 Dec 05:00:01  2020,,,cowpi-0abe
Sat 19 Dec 05:30:01  2020,,,cowpi-0abe
Sat 19 Dec 06:00:01  2020,,,cowpi-0abe
Sat 19 Dec 06:30:01  2020,,,cowpi-0abe
Sat 19 Dec 07:00:01  2020,,,cowpi-0abe
Sat 19 Dec 07:30:01  2020,,,cowpi-0abe
Sat 19 Dec 08:00:01  2020,,,cowpi-0abe
Sat 19 Dec 08:30:01  2020,,,cowpi-0abe
Sat 19 Dec 09:00:02  2020,,,cowpi-0abe
Sat 19 Dec 09:30:01  2020,,,cowpi-0abe
Sat 19 Dec 10:00:01  2020,,,cowpi-0abe
Sat 19 Dec 10:30:01  2020,,,cowpi-0abe
Sat 19 Dec 11:00:01  2020,,,cowpi-0abe
Sat 19 Dec 11:30:01  2020,,,cowpi-0abe
Sat 19 Dec 12:00:01  2020,,,cowpi-0abe
Sat 19 Dec 12:30:01  2020,,,cowpi-0abe
Sat 19 Dec 13:00:01  2020,,,cowpi-0abe
Sat 19 Dec 13:30:01  2020,,,cowpi-0abe
Sat 19 Dec 14:00:01  2020,,,cowpi-0abe
Sat 19 Dec 14:30:01  2020,,,cowpi-0abe
Sat 19 Dec 15:00:01  2020,,,cowpi-0abe
Sat 19 Dec 15:30:01  2020,,,cowpi-0abe
Sat 19 Dec 16:00:01  2020,,,cowpi-0abe
Sat 19 Dec 16:30:01  2020,,,cowpi-0abe
Sat 19 Dec 17:00:01  2020,,,cowpi-0abe
Sat 19 Dec 17:30:01  2020,,,cowpi-0abe
Sat 19 Dec 18:00:01  2020,,,cowpi-0abe
Sat 19 Dec 18:30:01  2020,59.79,35.09,cowpi-0abe
Sat 19 Dec 19:00:01  2020,81.75,25.05,cowpi-0abe
Sat 19 Dec 19:30:01  2020,76.41,26.86,cowpi-0abe
Sat 19 Dec 20:00:01  2020,79.06,26.39,cowpi-0abe
Sat 19 Dec 20:30:01  2020,72.34,28.77,cowpi-0abe
Sat 19 Dec 21:00:01  2020,74.63,32.14,cowpi-0abe
Sat 19 Dec 21:30:01  2020,48.35,22.37,cowpi-0abe
Sat 19 Dec 22:00:01  2020,76.76,21.54,cowpi-0abe
Sat 19 Dec 22:30:01  2020,76.13,16.55,cowpi-0abe
Sat 19 Dec 23:00:01  2020,69.2,20.73,cowpi-0abe
Sat 19 Dec 23:30:01  2020,,,cowpi-0abe
Sun 20 Dec 00:00:01  2020,,,cowpi-0abe
Sun 20 Dec 00:30:01  2020,,,cowpi-0abe
Sun 20 Dec 01:00:01  2020,,,cowpi-0abe
Sun 20 Dec 01:30:01  2020,,,cowpi-0abe
Sun 20 Dec 02:00:01  2020,,,cowpi-0abe
Sun 20 Dec 02:30:01  2020,,,cowpi-0abe
Sun 20 Dec 03:00:01  2020,,,cowpi-0abe
Sun 20 Dec 03:30:01  2020,,,cowpi-0abe
Sun 20 Dec 04:00:01  2020,,,cowpi-0abe
Sun 20 Dec 04:30:01  2020,,,cowpi-0abe
Sun 20 Dec 05:00:01  2020,,,cowpi-0abe
Sun 20 Dec 05:30:01  2020,,,cowpi-0abe
Sun 20 Dec 06:00:01  2020,,,cowpi-0abe
Sun 20 Dec 06:30:01  2020,,,cowpi-0abe
Sun 20 Dec 07:00:01  2020,,,cowpi-0abe
Sun 20 Dec 07:30:01  2020,,,cowpi-0abe
Sun 20 Dec 08:00:01  2020,,,cowpi-0abe
Sun 20 Dec 08:30:01  2020,,,cowpi-0abe
Sun 20 Dec 09:00:01  2020,,,cowpi-0abe
Sun 20 Dec 09:30:01  2020,,,cowpi-0abe
Sun 20 Dec 10:00:01  2020,,,cowpi-0abe
Sun 20 Dec 10:30:01  2020,,,cowpi-0abe
Sun 20 Dec 11:00:01  2020,,,cowpi-0abe
Sun 20 Dec 11:30:01  2020,,,cowpi-0abe
Sun 20 Dec 12:00:01  2020,,,cowpi-0abe
Sun 20 Dec 12:30:01  2020,,,cowpi-0abe
Sun 20 Dec 13:00:01  2020,,,cowpi-0abe
Sun 20 Dec 13:30:01  2020,,,cowpi-0abe
Sun 20 Dec 14:00:01  2020,,,cowpi-0abe
Sun 20 Dec 14:30:01  2020,,,cowpi-0abe
Sun 20 Dec 15:00:01  2020,,,cowpi-0abe
Sun 20 Dec 15:30:01  2020,,,cowpi-0abe
Sun 20 Dec 16:00:01  2020,30.11,25.04,cowpi-0abe
Sun 20 Dec 16:30:01  2020,59.65,13.37,cowpi-0abe
Sun 20 Dec 17:00:01  2020,62.46,18.01,cowpi-0abe
Sun 20 Dec 17:30:01  2020,48.64,34.36,cowpi-0abe
Sun 20 Dec 18:00:01  2020,53.2,31.85,cowpi-0abe
Sun 20 Dec 18:30:01  2020,50.81,25.29,cowpi-0abe
Sun 20 Dec 19:00:01  2020,71.68,3.56,cowpi-0abe
Sun 20 Dec 19:30:01  2020,74.4,26.09,cowpi-0abe
Sun 20 Dec 20:00:01  2020,82.48,18.22,cowpi-0abe
Sun 20 Dec 20:30:01  2020,73.41,23.83,cowpi-0abe
Sun 20 Dec 21:00:01  2020,84.71,14.92,cowpi-0abe
Sun 20 Dec 21:30:01  2020,70.19,18.22,cowpi-0abe
Sun 20 Dec 22:00:01  2020,57.13,25.74,cowpi-0abe
Sun 20 Dec 22:30:01  2020,36.93,18.48,cowpi-0abe
Sun 20 Dec 23:00:01  2020,39.34,29.13,cowpi-0abe
Sun 20 Dec 23:30:01  2020,61.22,29.99,cowpi-0abe
Mon 21 Dec 00:00:01  2020,48.75,27.91,cowpi-0abe
Mon 21 Dec 00:30:01  2020,87.95,17.97,cowpi-0abe
Mon 21 Dec 01:00:01  2020,73.94,25.45,cowpi-0abe
Mon 21 Dec 01:30:01  2020,67.74,22.6,cowpi-0abe
Mon 21 Dec 02:00:01  2020,84.22,28.54,cowpi-0abe
Mon 21 Dec 02:30:01  2020,90.68,31.49,cowpi-0abe
Mon 21 Dec 03:00:01  2020,85.06,30.92,cowpi-0abe
Mon 21 Dec 03:30:01  2020,77.57,30.46,cowpi-0abe
Mon 21 Dec 04:00:01  2020,87.21,30.67,cowpi-0abe
Mon 21 Dec 04:30:01  2020,87.97,29.39,cowpi-0abe
Mon 21 Dec 05:00:01  2020,76.85,29.63,cowpi-0abe
Mon 21 Dec 05:30:01  2020,80.33,25.1,cowpi-0abe
Mon 21 Dec 06:00:01  2020,81.59,24.73,cowpi-0abe
Mon 21 Dec 06:30:01  2020,82.47,28.41,cowpi-0abe
Mon 21 Dec 07:00:01  2020,84.38,27.4,cowpi-0abe
Mon 21 Dec 07:30:01  2020,76.23,28.8,cowpi-0abe
Mon 21 Dec 08:00:01  2020,87.76,34.69,cowpi-0abe
Mon 21 Dec 08:30:01  2020,88.69,30.91,cowpi-0abe
Mon 21 Dec 09:00:01  2020,69.83,26.13,cowpi-0abe
Mon 21 Dec 09:30:01  2020,70.98,25.4,cowpi-0abe
Mon 21 Dec 10:00:01  2020,71.01,25.42,cowpi-0abe
Mon 21 Dec 10:30:01  2020,6.74,29.61,cowpi-0abe
Mon 21 Dec 11:00:01  2020,14.56,27.68,cowpi-0abe
Mon 21 Dec 11:30:01  2020,56.4,17.14,cowpi-0abe
Mon 21 Dec 12:00:01  2020,57.83,20.39,cowpi-0abe
Mon 21 Dec 12:30:01  2020,,,cowpi-0abe
Mon 21 Dec 13:00:01  2020,50.56,17.51,cowpi-0abe
Mon 21 Dec 13:30:01  2020,5.25,29.12,cowpi-0abe
Mon 21 Dec 14:00:01  2020,25.67,22.48,cowpi-0abe
Mon 21 Dec 14:30:01  2020,68.65,12.57,cowpi-0abe
Mon 21 Dec 15:00:01  2020,63.82,19.76,cowpi-0abe
Mon 21 Dec 15:30:01  2020,47.51,15.58,cowpi-0abe
Mon 21 Dec 16:00:02  2020,44.12,18.18,cowpi-0abe
Mon 21 Dec 16:30:01  2020,4.06,28.34,cowpi-0abe
Mon 21 Dec 17:00:01  2020,9.26,12.16,cowpi-0abe
Mon 21 Dec 17:30:01  2020,42.28,29.16,cowpi-0abe
Mon 21 Dec 18:00:01  2020,72.31,28.04,cowpi-0abe
Mon 21 Dec 18:30:01  2020,87.77,15.14,cowpi-0abe
Mon 21 Dec 19:00:01  2020,89.02,24.39,cowpi-0abe
Mon 21 Dec 19:30:01  2020,87.94,38.19,cowpi-0abe
Mon 21 Dec 20:00:01  2020,69.26,28.23,cowpi-0abe
Mon 21 Dec 20:30:01  2020,30.48,31.08,cowpi-0abe
Mon 21 Dec 21:00:01  2020,83.05,32.07,cowpi-0abe
Mon 21 Dec 21:30:01  2020,77.45,35.52,cowpi-0abe
Mon 21 Dec 22:00:01  2020,77.22,32.99,cowpi-0abe
Mon 21 Dec 22:30:01  2020,81.29,10.49,cowpi-0abe
Mon 21 Dec 23:00:01  2020,84.24,37.24,cowpi-0abe
Mon 21 Dec 23:30:01  2020,81.83,32.94,cowpi-0abe
Tue 22 Dec 00:00:01  2020,86.29,30.41,cowpi-0abe
Tue 22 Dec 00:30:01  2020,43.89,34.38,cowpi-0abe
Tue 22 Dec 01:00:01  2020,75.48,36.4,cowpi-0abe
Tue 22 Dec 01:30:02  2020,,,cowpi-0abe
Tue 22 Dec 02:00:01  2020,81.76,29.96,cowpi-0abe
Tue 22 Dec 02:30:01  2020,77.35,25.01,cowpi-0abe
Tue 22 Dec 03:00:01  2020,27.98,26.99,cowpi-0abe
Tue 22 Dec 03:30:01  2020,40.02,27.84,cowpi-0abe
Tue 22 Dec 04:00:01  2020,87.1,26.93,cowpi-0abe
Tue 22 Dec 04:30:01  2020,77.05,29.98,cowpi-0abe
Tue 22 Dec 05:00:01  2020,86.22,26.87,cowpi-0abe
Tue 22 Dec 05:30:01  2020,25.67,35.23,cowpi-0abe
Tue 22 Dec 06:00:01  2020,86.53,31.23,cowpi-0abe
Tue 22 Dec 06:30:01  2020,80.99,28.85,cowpi-0abe
Tue 22 Dec 07:00:01  2020,84.28,28.82,cowpi-0abe
Tue 22 Dec 07:30:01  2020,88.03,34.01,cowpi-0abe
Tue 22 Dec 08:00:01  2020,4.69,4.21,cowpi-0abe
Tue 22 Dec 08:30:01  2020,53.44,35.55,cowpi-0abe
Tue 22 Dec 09:00:02  2020,89.11,34.97,cowpi-0abe
Tue 22 Dec 09:30:01  2020,30.72,30.67,cowpi-0abe
Tue 22 Dec 10:00:01  2020,85.65,32.54,cowpi-0abe
Tue 22 Dec 10:30:01  2020,50.34,28.14,cowpi-0abe
Tue 22 Dec 11:00:01  2020,58.59,35.01,cowpi-0abe
Tue 22 Dec 11:30:01  2020,77.82,31.63,cowpi-0abe
Tue 22 Dec 12:00:01  2020,35.83,24.51,cowpi-0abe
Tue 22 Dec 12:30:02  2020,41.02,25.28,cowpi-0abe
Tue 22 Dec 13:00:01  2020,51.99,29.03,cowpi-0abe
Tue 22 Dec 13:30:01  2020,79.77,31.11,cowpi-0abe
Tue 22 Dec 14:00:02  2020,84.21,27.21,cowpi-0abe
Tue 22 Dec 14:30:01  2020,80.65,29.51,cowpi-0abe
Tue 22 Dec 15:00:01  2020,18.44,18.18,cowpi-0abe
Tue 22 Dec 15:30:01  2020,37.9,27.06,cowpi-0abe
Tue 22 Dec 16:00:01  2020,76.02,29.95,cowpi-0abe
Tue 22 Dec 16:30:01  2020,33.62,25.15,cowpi-0abe
Tue 22 Dec 17:00:01  2020,30.93,29.03,cowpi-0abe
Tue 22 Dec 17:30:01  2020,77.04,31.14,cowpi-0abe
Tue 22 Dec 18:00:01  2020,54.47,28.76,cowpi-0abe
Tue 22 Dec 18:30:01  2020,44.82,26.83,cowpi-0abe
Tue 22 Dec 19:00:01  2020,32.86,29.8,cowpi-0abe
Tue 22 Dec 19:30:01  2020,40.39,29.17,cowpi-0abe
Tue 22 Dec 20:00:01  2020,28.91,29.91,cowpi-0abe
Tue 22 Dec 20:30:01  2020,21.89,22.79,cowpi-0abe
Tue 22 Dec 21:00:02  2020,48.18,26.89,cowpi-0abe
Tue 22 Dec 21:30:01  2020,41.41,30.92,cowpi-0abe
Tue 22 Dec 22:00:01  2020,70.84,31.36,cowpi-0abe
Tue 22 Dec 22:30:01  2020,75.93,25.99,cowpi-0abe
Tue 22 Dec 23:00:01  2020,78.23,29.3,cowpi-0abe
Tue 22 Dec 23:30:01  2020,76.08,25.79,cowpi-0abe
Wed 23 Dec 00:00:01  2020,77.99,29.27,cowpi-0abe
Wed 23 Dec 00:30:01  2020,,,cowpi-0abe
Wed 23 Dec 01:00:01  2020,,,cowpi-0abe
Wed 23 Dec 01:30:01  2020,,,cowpi-0abe
Wed 23 Dec 02:00:01  2020,,,cowpi-0abe
Wed 23 Dec 02:30:01  2020,,,cowpi-0abe
Wed 23 Dec 03:00:01  2020,,,cowpi-0abe
Wed 23 Dec 03:30:01  2020,,,cowpi-0abe
Wed 23 Dec 04:00:01  2020,,,cowpi-0abe
Wed 23 Dec 04:30:01  2020,,,cowpi-0abe
Wed 23 Dec 05:00:01  2020,,,cowpi-0abe
Wed 23 Dec 05:30:01  2020,,,cowpi-0abe
Wed 23 Dec 06:00:01  2020,,,cowpi-0abe
Wed 23 Dec 06:30:02  2020,,,cowpi-0abe
Wed 23 Dec 07:00:01  2020,,,cowpi-0abe
Wed 23 Dec 07:30:01  2020,,,cowpi-0abe
Wed 23 Dec 08:00:01  2020,,,cowpi-0abe
Wed 23 Dec 08:30:01  2020,,,cowpi-0abe
Wed 23 Dec 09:00:01  2020,,,cowpi-0abe
Wed 23 Dec 09:30:01  2020,,,cowpi-0abe
Wed 23 Dec 10:00:01  2020,,,cowpi-0abe
Wed 23 Dec 10:30:01  2020,,,cowpi-0abe
Wed 23 Dec 11:00:01  2020,,,cowpi-0abe
Wed 23 Dec 11:30:01  2020,80.43,19.14,cowpi-0abe
Wed 23 Dec 12:00:01  2020,76.91,26.4,cowpi-0abe
Wed 23 Dec 12:30:01  2020,37.11,24.13,cowpi-0abe
Wed 23 Dec 13:00:01  2020,71.85,25.65,cowpi-0abe
Wed 23 Dec 13:30:01  2020,65.06,24.91,cowpi-0abe
Wed 23 Dec 14:00:01  2020,79.27,28.62,cowpi-0abe
Wed 23 Dec 14:30:01  2020,69.86,26.15,cowpi-0abe
Wed 23 Dec 15:00:01  2020,81.47,25.48,cowpi-0abe
Wed 23 Dec 15:30:01  2020,69.32,25.24,cowpi-0abe
Wed 23 Dec 16:00:01  2020,78.77,22.77,cowpi-0abe
Wed 23 Dec 16:30:01  2020,85.91,28.4,cowpi-0abe
Wed 23 Dec 17:00:01  2020,38.23,28.87,cowpi-0abe
Wed 23 Dec 17:30:01  2020,72.03,22.7,cowpi-0abe
Wed 23 Dec 18:00:02  2020,80.4,28.48,cowpi-0abe
Wed 23 Dec 18:30:01  2020,77.74,27,cowpi-0abe
Wed 23 Dec 19:00:01  2020,67.83,32.12,cowpi-0abe
Wed 23 Dec 19:30:01  2020,42.82,27.45,cowpi-0abe
Wed 23 Dec 20:00:01  2020,66.4,28.83,cowpi-0abe
Wed 23 Dec 20:30:02  2020,51.92,26.34,cowpi-0abe
Wed 23 Dec 21:00:01  2020,62.86,21.67,cowpi-0abe
Wed 23 Dec 21:30:01  2020,58.13,21.49,cowpi-0abe
Wed 23 Dec 22:00:01  2020,79.83,22.92,cowpi-0abe
Wed 23 Dec 22:30:01  2020,60.05,25.76,cowpi-0abe
Wed 23 Dec 23:00:01  2020,75.7,24.56,cowpi-0abe
Wed 23 Dec 23:30:01  2020,73.24,24.07,cowpi-0abe
Thu 24 Dec 00:00:01  2020,35.59,30.73,cowpi-0abe
Thu 24 Dec 00:30:01  2020,37.89,30.24,cowpi-0abe
Thu 24 Dec 01:00:01  2020,82.49,20.03,cowpi-0abe
Thu 24 Dec 01:30:01  2020,77.31,20.83,cowpi-0abe
Thu 24 Dec 02:00:01  2020,75.09,27.51,cowpi-0abe
Thu 24 Dec 02:30:01  2020,86.45,29.1,cowpi-0abe
Thu 24 Dec 03:00:01  2020,83.23,25.28,cowpi-0abe
Thu 24 Dec 03:30:01  2020,73.7,24.82,cowpi-0abe
Thu 24 Dec 04:00:01  2020,75.15,23.32,cowpi-0abe
Thu 24 Dec 04:30:01  2020,76.84,26.35,cowpi-0abe
Thu 24 Dec 05:00:01  2020,80.18,28.08,cowpi-0abe
Thu 24 Dec 05:30:01  2020,80.5,25.99,cowpi-0abe
Thu 24 Dec 06:00:01  2020,68.46,25.35,cowpi-0abe
Thu 24 Dec 06:30:01  2020,83.57,22.2,cowpi-0abe
Thu 24 Dec 07:00:01  2020,68.75,24.72,cowpi-0abe
Thu 24 Dec 07:30:02  2020,72.42,31.24,cowpi-0abe
Thu 24 Dec 08:00:01  2020,8.4,10.26,cowpi-0abe
Thu 24 Dec 08:30:01  2020,75,25.42,cowpi-0abe
Thu 24 Dec 09:00:01  2020,81.83,33.92,cowpi-0abe
Thu 24 Dec 09:30:01  2020,29.48,0,cowpi-0abe
Thu 24 Dec 10:00:01  2020,77.14,25.37,cowpi-0abe
Thu 24 Dec 10:30:01  2020,71.68,23.92,cowpi-0abe
Thu 24 Dec 11:00:01  2020,72.28,25.94,cowpi-0abe
Thu 24 Dec 11:30:01  2020,82.91,20.9,cowpi-0abe
Thu 24 Dec 12:00:01  2020,28.89,20.93,cowpi-0abe
Thu 24 Dec 12:30:01  2020,83.23,34.14,cowpi-0abe
Thu 24 Dec 13:00:01  2020,83.9,30.59,cowpi-0abe
Thu 24 Dec 13:30:01  2020,87.46,26.55,cowpi-0abe
Thu 24 Dec 14:00:01  2020,87.65,30.2,cowpi-0abe
Thu 24 Dec 14:30:02  2020,70.67,20.97,cowpi-0abe
Thu 24 Dec 15:00:01  2020,82.05,28.47,cowpi-0abe
Thu 24 Dec 15:30:01  2020,79.53,28.83,cowpi-0abe
Thu 24 Dec 16:00:01  2020,76.73,28.41,cowpi-0abe
Thu 24 Dec 16:30:01  2020,80.89,25.62,cowpi-0abe
Thu 24 Dec 17:00:01  2020,77.69,25.15,cowpi-0abe
Thu 24 Dec 17:30:01  2020,81.78,22.24,cowpi-0abe
Thu 24 Dec 18:00:01  2020,71.58,25.02,cowpi-0abe
Thu 24 Dec 18:30:01  2020,44.24,32.81,cowpi-0abe
Thu 24 Dec 19:00:01  2020,63.53,29.43,cowpi-0abe
Thu 24 Dec 19:30:01  2020,67.86,27.78,cowpi-0abe
Thu 24 Dec 20:00:01  2020,72.48,25.67,cowpi-0abe
Thu 24 Dec 20:30:01  2020,76.56,30.28,cowpi-0abe
Thu 24 Dec 21:00:01  2020,80.93,24.95,cowpi-0abe
Thu 24 Dec 21:30:01  2020,41.97,23.94,cowpi-0abe
Thu 24 Dec 22:00:01  2020,56.24,27.48,cowpi-0abe
Thu 24 Dec 22:30:01  2020,74.42,26.72,cowpi-0abe
Thu 24 Dec 23:00:01  2020,78.64,27.24,cowpi-0abe
Thu 24 Dec 23:30:01  2020,82.13,28.74,cowpi-0abe
Fri 25 Dec 00:00:01  2020,82.05,25.28,cowpi-0abe
Fri 25 Dec 00:30:01  2020,83.42,26.67,cowpi-0abe
Fri 25 Dec 01:00:01  2020,88.79,27.92,cowpi-0abe
Fri 25 Dec 01:30:01  2020,77.31,20.44,cowpi-0abe
Fri 25 Dec 02:00:02  2020,75.11,22.56,cowpi-0abe
Fri 25 Dec 02:30:01  2020,86.77,28.05,cowpi-0abe
Fri 25 Dec 03:00:01  2020,72.32,27.07,cowpi-0abe
Fri 25 Dec 03:30:01  2020,86.92,26.56,cowpi-0abe
Fri 25 Dec 04:00:01  2020,74.5,26.69,cowpi-0abe
Fri 25 Dec 04:30:01  2020,68.53,27.03,cowpi-0abe
Fri 25 Dec 05:00:01  2020,69.25,28.86,cowpi-0abe
Fri 25 Dec 05:30:01  2020,88.58,27.68,cowpi-0abe
Fri 25 Dec 06:00:01  2020,87.07,28.43,cowpi-0abe
Fri 25 Dec 06:30:01  2020,86.63,25.21,cowpi-0abe
Fri 25 Dec 07:00:01  2020,81.54,27.09,cowpi-0abe
Fri 25 Dec 07:30:01  2020,81.01,25.68,cowpi-0abe
Fri 25 Dec 08:00:01  2020,84.23,30.81,cowpi-0abe
Fri 25 Dec 08:30:02  2020,76.16,25.72,cowpi-0abe
Fri 25 Dec 09:00:01  2020,75.55,24.18,cowpi-0abe
Fri 25 Dec 09:30:01  2020,64.45,19.43,cowpi-0abe
Fri 25 Dec 10:00:01  2020,86.1,27.86,cowpi-0abe
Fri 25 Dec 10:30:01  2020,80.05,26.84,cowpi-0abe
Fri 25 Dec 11:00:01  2020,73.2,25.87,cowpi-0abe
Fri 25 Dec 11:30:01  2020,,,cowpi-0abe
Fri 25 Dec 12:00:01  2020,85.16,28.49,cowpi-0abe
Fri 25 Dec 12:30:01  2020,38.34,27.44,cowpi-0abe
Fri 25 Dec 13:00:01  2020,77.9,26.45,cowpi-0abe
Fri 25 Dec 13:30:01  2020,76.21,27.13,cowpi-0abe
Fri 25 Dec 14:00:01  2020,79.74,24.67,cowpi-0abe
Fri 25 Dec 14:30:01  2020,83.55,25.73,cowpi-0abe
Fri 25 Dec 15:00:01  2020,82.94,25.95,cowpi-0abe
Fri 25 Dec 15:30:01  2020,85.64,30.72,cowpi-0abe
Fri 25 Dec 16:00:01  2020,71.58,28.45,cowpi-0abe
Fri 25 Dec 16:30:01  2020,33.66,16.55,cowpi-0abe
Fri 25 Dec 17:00:01  2020,24.57,19.72,cowpi-0abe
Fri 25 Dec 17:30:01  2020,83.16,28.85,cowpi-0abe
Fri 25 Dec 18:00:01  2020,78.85,27.61,cowpi-0abe
Fri 25 Dec 18:30:01  2020,81.41,27.88,cowpi-0abe
Fri 25 Dec 19:00:01  2020,84.32,31.8,cowpi-0abe
Fri 25 Dec 19:30:02  2020,75.25,28.65,cowpi-0abe
Fri 25 Dec 20:00:01  2020,85.12,24.92,cowpi-0abe
Fri 25 Dec 20:30:01  2020,85.76,25.21,cowpi-0abe
Fri 25 Dec 21:00:01  2020,74.33,29.31,cowpi-0abe
Fri 25 Dec 21:30:01  2020,78.94,25.56,cowpi-0abe
Fri 25 Dec 22:00:01  2020,69.5,23.78,cowpi-0abe
Fri 25 Dec 22:30:01  2020,71.65,25.77,cowpi-0abe
Fri 25 Dec 23:00:01  2020,83.82,28.7,cowpi-0abe
Fri 25 Dec 23:30:01  2020,84.26,26,cowpi-0abe
Sat 26 Dec 00:00:01  2020,76.39,28.05,cowpi-0abe
Sat 26 Dec 00:30:01  2020,79.11,27.9,cowpi-0abe
Sat 26 Dec 01:00:01  2020,53.95,28.56,cowpi-0abe
Sat 26 Dec 01:30:01  2020,61.35,27.08,cowpi-0abe
Sat 26 Dec 02:00:01  2020,77.04,27.56,cowpi-0abe
Sat 26 Dec 02:30:01  2020,70.21,28.31,cowpi-0abe
Sat 26 Dec 03:00:02  2020,74.74,28.91,cowpi-0abe
Sat 26 Dec 03:30:01  2020,82.4,28.2,cowpi-0abe
Sat 26 Dec 04:00:01  2020,74.49,27.76,cowpi-0abe
Sat 26 Dec 04:30:01  2020,84.84,28.03,cowpi-0abe
Sat 26 Dec 05:00:01  2020,86.59,27.39,cowpi-0abe
Sat 26 Dec 05:30:01  2020,88.74,25.43,cowpi-0abe
Sat 26 Dec 06:00:01  2020,75.66,27,cowpi-0abe
Sat 26 Dec 06:30:02  2020,79.29,28.39,cowpi-0abe
Sat 26 Dec 07:00:01  2020,74.58,25.24,cowpi-0abe
Sat 26 Dec 07:30:01  2020,88.66,26.46,cowpi-0abe
Sat 26 Dec 08:00:01  2020,84.2,30.73,cowpi-0abe
Sat 26 Dec 08:30:01  2020,89.31,25.44,cowpi-0abe
Sat 26 Dec 09:00:01  2020,82.44,23.34,cowpi-0abe
Sat 26 Dec 09:30:01  2020,83.81,22.32,cowpi-0abe
Sat 26 Dec 10:00:01  2020,88.72,27.67,cowpi-0abe
